Активно;Тип расчета;Параметр товарной акции;Приоритет;Дата начала действия;Дата окончания действия;Ответственный;Название;Внешний идентификатор;Описание;Значение для товарной акции;Минимальное количество товара по акции;Максимальное количество товара по акции;Минимальная сумма товара по акции;Кол-во товара;По цене товара;Товар;Подгруппа товаров;Группа товаров;Подкатегория товаров;Категории товаров;Бренд;Производитель;Мерчант
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Таблетки для ПММ Все-в-1 Extra 45 табл. Somat Сербия;;;569,9;0,1;45;1;;;РН115750;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Средство д/стирки универс. жидкое 2л мягк.уп. Frosch;;;599,9;0,1;45;1;;;РН017429;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Концентрированное жидкое средство для стирки Морские минералы 2л Frosch;;;599,9;0,1;45;1;;;РН114328;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Концентрированное жидкое средство для стирки Марсельское мыло 2л Frosch;;;599,9;0,1;45;1;;;РН114329;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Средство чист. д/унитаза Сила Актив Лимон 2шт х50г Bref Сербия;;;169,9;0,1;45;1;;;РН102661;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Средство чист. д/унитаза ПЕРФЮМ СВИТЧ ПЕРСИК–ЯБЛОКО 2x50г. Bref. Венгрия;;;169,9;0,1;45;1;;;РН114134;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Средство чист. д/унитаза КОЛОР АКТИВ ЦВЕТОЧ. СВЕЖЕСТЬ 2X50Г Bref. Венгрия;;;169,9;0,1;45;1;;;РН114135;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Капсулы д/стирки Свежесть Vernel 14шт Persil Россия;;;269,9;0,1;45;1;;;РН102644;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Капсулы для стирки Премиум Колор 12шт Persil Венгрия;;;269,9;0,1;45;1;;;РН115749;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Капсулы д/стирки Колор 14шт Persil Россия;;;269,9;0,1;45;1;;;РН102645;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Средство д/душ.кабин 500мл Green Oasis Италия;;;189,9;0,1;45;1;;;РН108206;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ- Гель-средство для удаления известкового налёта и ржавчины с унитаза Green Oasis 750мл, Италия;;;189,9;0,1;45;1;;;РН200334;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Средство д/паркета и лам. 1л Green Oasis Италия;;;189,9;0,1;45;1;;;РН108212;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Средство д/полов и каф.плит 1л Green Oasis Италия;;;189,9;0,1;45;1;;;РН108213;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Банка с дозатором 11х9.2ч24.88см Keeeper. Польша;;;314,9;0,1;45;1;;;РН116459;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Банка с дозатором 11х9.2х9.6см Keeeper. Польша;;;309,9;0,1;45;1;;;РН116460;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Банка с дозатором 11х9.2х14.67см Keeeper. Польша;;;249,9;0,1;45;1;;;РН116461;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Контейнер для хранения продуктов 0.5л серый Sunware Нидерланды;;;189,9;0,1;45;1;;;РН118055;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Контейнер для хранения продуктов 0.5л серо-голубой SunwareНидерланды;;;189,9;0,1;45;1;;;РН118056;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Контейнер для хранения продуктов 0.5л серо-зеленный SunwareНидерланды;;;189,9;0,1;45;1;;;РН118057;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Контейнер для хранения продуктов 0.8л серый Sunware Нидерланды;;;239,9;0,1;45;1;;;РН118058;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Контейнер для хранения продуктов 0.8л серо-голубой SunwareНидерланды;;;239,9;0,1;45;1;;;РН118059;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Контейнер для хранения продуктов 0.8л серо-зеленный SunwareНидерланды;;;239,9;0,1;45;1;;;РН118060;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Ланч-бокс 363x183x270. серо-голубой Sunware Нидерланды;;;599,9;0,1;45;1;;;РН118053;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Ланч-бокс 363x183x270. зеленный Sunware Нидерланды;;;599,9;0,1;45;1;;;РН118054;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Соль д/ПММ 1.5кг Somat Россия;;;119,9;0,1;45;1;;;РН102655;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Ополаскиватель д/пос. маш. 750мл. Somat Сербия;;;199,9;0,1;45;1;;;РН115895;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Трусики для детей M 6-10кг 58шт MERRIES Япония;;;1399,9;0,1;45;1;;;РН013953;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Трусики для детей L 9-14кг 44шт MERRIES Япония;;;1399,9;0,1;45;1;;;РН013954;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Трусики для детей 12-22кг 38шт MERRIES Япония;;;1399,9;0,1;45;1;;;РН013955;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Салфетки детские влажн. запас.блок MERRIES Япония;;;199,9;0,1;45;1;;;РН014107;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Детское жидкое мыло с экстрактами ромашки и жожоба 250мл Cool&Cool ОАЭ;;;99,9;0,1;45;1;;;РН114143;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Детское жидкое мыло с экстрактом ромашки и алоэ вера 250мл Cool&Cool ОАЭ;;;99,9;0,1;45;1;;;РН114144;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр Черкесский 45% 280г т/ф Умалат;;;215,9;0,1;45;1;;;РН200606;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр Рикотта 50% 250г пл/с Unаgrande Россия;;;139,9;0,1;45;1;;;РН118340;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сырок творож глазированный с ванилью 16% 40г Три кота;;;27,9;0,1;45;1;;;РН117870;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сырок творож с ванилью в карам.глазури 16% 40г Три кота;;;27,9;0,1;45;1;;;РН117871;;;;;;;
